"","Depth_cm","Pond","Date","Depth_cm_sum","CharacteristicID","ResultValue"
"380","10-12",109,2023-07-28,-10,"Ni_ppm","11.7"
"381","10-12",109,2023-07-28,-10,"Cu_ppm","1.642"
"382","10-12",109,2023-07-28,-10,"Zn_ppm","187.2"
"383","10-12",109,2023-07-28,-10,"Rb_ppm","197.8"
"384","10-12",109,2023-07-28,-10,"Sr_ppm","780.5"
"385","10-12",109,2023-07-28,-10,"P_ppm","726.1"
"386","10-12",109,2023-07-28,-10,"S_ppm","6567"
"387","10-12",109,2023-07-28,-10,"As_ppm","113.7"
"388","10-12",109,2023-07-28,-10,"Se_ppm","88.84"
"389","10-12",109,2023-07-28,-10,"Mo_ppm","79.92"
"390","10-12",109,2023-07-28,-10,"Cd_ppm","1.544"
"391","10-12",109,2023-07-28,-10,"Cs_ppm","23.96"
"392","10-12",109,2023-07-28,-10,"Ba_ppm","650.5"
"393","10-12",109,2023-07-28,-10,"Ce_ppm","38.2"
"394","10-12",109,2023-07-28,-10,"Pb_ppm","13.88"
"395","10-12",109,2023-07-28,-10,"Th_ppm","44.43"
"396","10-12",109,2023-07-28,-10,"U_ppm","40.1"
"397","4-6",1,2023-07-28,-4,"Be_ppm","26.6"
"398","4-6",1,2023-07-28,-4,"B_ppm","129.9"
"399","4-6",1,2023-07-28,-4,"Al_ppm","13160"
"400","4-6",1,2023-07-28,-4,"Li_ppm","49.44"
"401","4-6",1,2023-07-28,-4,"Ga_ppm","28.91"
"402","4-6",1,2023-07-28,-4,"Na_ppm","9412"
"403","4-6",1,2023-07-28,-4,"Mg_ppm","5384"
"404","4-6",1,2023-07-28,-4,"K_ppm","11640"
"405","4-6",1,2023-07-28,-4,"Ti_ppm","1011"
"406","4-6",1,2023-07-28,-4,"Si_ppm","311400"
"407","4-6",1,2023-07-28,-4,"Ca_ppm","10490"
"408","4-6",1,2023-07-28,-4,"Fe_ppm","7581"
"409","4-6",1,2023-07-28,-4,"V_ppm","129.5"
"410","4-6",1,2023-07-28,-4,"Cr_ppm","64.9"
"411","4-6",1,2023-07-28,-4,"Mn_ppm","351.2"
"412","4-6",1,2023-07-28,-4,"Co_ppm","BDL"
"413","4-6",1,2023-07-28,-4,"Ni_ppm","1.594"
"414","4-6",1,2023-07-28,-4,"Cu_ppm","BDL"
"415","4-6",1,2023-07-28,-4,"Zn_ppm","162.9"
"416","4-6",1,2023-07-28,-4,"Rb_ppm","175.8"
"417","4-6",1,2023-07-28,-4,"Sr_ppm","817.6"
"418","4-6",1,2023-07-28,-4,"P_ppm","555"
"419","4-6",1,2023-07-28,-4,"S_ppm","6619"
"420","4-6",1,2023-07-28,-4,"As_ppm","110.3"
"421","4-6",1,2023-07-28,-4,"Se_ppm","88.6"
"422","4-6",1,2023-07-28,-4,"Mo_ppm","80.33"
"423","4-6",1,2023-07-28,-4,"Cd_ppm","1.387"
"424","4-6",1,2023-07-28,-4,"Cs_ppm","22.92"
"425","4-6",1,2023-07-28,-4,"Ba_ppm","440.3"
"426","4-6",1,2023-07-28,-4,"Ce_ppm","16.97"
"427","4-6",1,2023-07-28,-4,"Pb_ppm","8.376"
"428","4-6",1,2023-07-28,-4,"Th_ppm","41.97"
"429","4-6",1,2023-07-28,-4,"U_ppm","39.68"
"430","2-4",1,2023-07-28,-2,"Be_ppm","25.51"
"431","2-4",1,2023-07-28,-2,"B_ppm","142.4"
"432","2-4",1,2023-07-28,-2,"Al_ppm","10280"
"433","2-4",1,2023-07-28,-2,"Li_ppm","55.12"
"434","2-4",1,2023-07-28,-2,"Ga_ppm","27.5"
"435","2-4",1,2023-07-28,-2,"Na_ppm","8770"
"436","2-4",1,2023-07-28,-2,"Mg_ppm","4946"
"437","2-4",1,2023-07-28,-2,"K_ppm","13260"
"438","2-4",1,2023-07-28,-2,"Ti_ppm","1027"
"439","2-4",1,2023-07-28,-2,"Si_ppm","299100"
"440","2-4",1,2023-07-28,-2,"Ca_ppm","23400"
"441","2-4",1,2023-07-28,-2,"Fe_ppm","7171"
"442","2-4",1,2023-07-28,-2,"V_ppm","127.4"
"443","2-4",1,2023-07-28,-2,"Cr_ppm","64.79"
"444","2-4",1,2023-07-28,-2,"Mn_ppm","375.1"
"445","2-4",1,2023-07-28,-2,"Co_ppm","BDL"
"446","2-4",1,2023-07-28,-2,"Ni_ppm","2.521"
"447","2-4",1,2023-07-28,-2,"Cu_ppm","BDL"
"448","2-4",1,2023-07-28,-2,"Zn_ppm","148.7"
"449","2-4",1,2023-07-28,-2,"Rb_ppm","170.7"
"450","2-4",1,2023-07-28,-2,"Sr_ppm","800.8"
"451","2-4",1,2023-07-28,-2,"P_ppm","596.5"
"452","2-4",1,2023-07-28,-2,"S_ppm","6585"
"453","2-4",1,2023-07-28,-2,"As_ppm","106.3"
"454","2-4",1,2023-07-28,-2,"Se_ppm","85.97"
"455","2-4",1,2023-07-28,-2,"Mo_ppm","78.42"
"456","2-4",1,2023-07-28,-2,"Cd_ppm","1.346"
"457","2-4",1,2023-07-28,-2,"Cs_ppm","22.27"
"458","2-4",1,2023-07-28,-2,"Ba_ppm","498"
"459","2-4",1,2023-07-28,-2,"Ce_ppm","18.63"
"460","2-4",1,2023-07-28,-2,"Pb_ppm","9.197"
"461","2-4",1,2023-07-28,-2,"Th_ppm","40.89"
"462","2-4",1,2023-07-28,-2,"U_ppm","38.8"
"463","18-22",1,2023-07-28,-18,"Be_ppm","25.29"
"464","18-22",1,2023-07-28,-18,"B_ppm","136"
"465","18-22",1,2023-07-28,-18,"Al_ppm","12500"
"466","18-22",1,2023-07-28,-18,"Li_ppm","47.45"
"467","18-22",1,2023-07-28,-18,"Ga_ppm","26.67"
"468","18-22",1,2023-07-28,-18,"Na_ppm","9067"
"469","18-22",1,2023-07-28,-18,"Mg_ppm","4349"
"470","18-22",1,2023-07-28,-18,"K_ppm","11920"
"471","18-22",1,2023-07-28,-18,"Ti_ppm","748.9"
"472","18-22",1,2023-07-28,-18,"Si_ppm","297000"
"473","18-22",1,2023-07-28,-18,"Ca_ppm","10220"
"474","18-22",1,2023-07-28,-18,"Fe_ppm","6069"
"475","18-22",1,2023-07-28,-18,"V_ppm","118"
"476","18-22",1,2023-07-28,-18,"Cr_ppm","60.85"
"477","18-22",1,2023-07-28,-18,"Mn_ppm","314"
"478","18-22",1,2023-07-28,-18,"Co_ppm","BDL"
"479","18-22",1,2023-07-28,-18,"Ni_ppm","0.8184"
"480","18-22",1,2023-07-28,-18,"Cu_ppm","BDL"
"481","18-22",1,2023-07-28,-18,"Zn_ppm","132.4"
"482","18-22",1,2023-07-28,-18,"Rb_ppm","171"
"483","18-22",1,2023-07-28,-18,"Sr_ppm","758.2"
"484","18-22",1,2023-07-28,-18,"P_ppm","456.3"
"485","18-22",1,2023-07-28,-18,"S_ppm","4298"
"486","18-22",1,2023-07-28,-18,"As_ppm","109"
"487","18-22",1,2023-07-28,-18,"Se_ppm","84.04"
"488","18-22",1,2023-07-28,-18,"Mo_ppm","76"
"489","18-22",1,2023-07-28,-18,"Cd_ppm","1.298"
"490","18-22",1,2023-07-28,-18,"Cs_ppm","21.72"
"491","18-22",1,2023-07-28,-18,"Ba_ppm","439.4"
"492","18-22",1,2023-07-28,-18,"Ce_ppm","15.07"
"493","18-22",1,2023-07-28,-18,"Pb_ppm","7.937"
"494","18-22",1,2023-07-28,-18,"Th_ppm","39.59"
"495","18-22",1,2023-07-28,-18,"U_ppm","37.46"
"496","8-10",109,2023-07-28,-8,"Be_ppm","26.48"
"497","8-10",109,2023-07-28,-8,"B_ppm","168.3"
"498","8-10",109,2023-07-28,-8,"Al_ppm","37520"
"499","8-10",109,2023-07-28,-8,"Li_ppm","56.75"
"500","8-10",109,2023-07-28,-8,"Ga_ppm","31.1"
"501","8-10",109,2023-07-28,-8,"Na_ppm","7112"
"502","8-10",109,2023-07-28,-8,"Mg_ppm","4996"
"503","8-10",109,2023-07-28,-8,"K_ppm","17340"
"504","8-10",109,2023-07-28,-8,"Ti_ppm","2292"
"505","8-10",109,2023-07-28,-8,"Si_ppm","289500"
"506","8-10",109,2023-07-28,-8,"Ca_ppm","7103"
"507","8-10",109,2023-07-28,-8,"Fe_ppm","14390"
"508","8-10",109,2023-07-28,-8,"V_ppm","164.4"
"509","8-10",109,2023-07-28,-8,"Cr_ppm","75.33"
"510","8-10",109,2023-07-28,-8,"Mn_ppm","413.6"
"511","8-10",109,2023-07-28,-8,"Co_ppm","BDL"
"512","8-10",109,2023-07-28,-8,"Ni_ppm","9.982"
"513","8-10",109,2023-07-28,-8,"Cu_ppm","BDL"
"514","8-10",109,2023-07-28,-8,"Zn_ppm","175.1"
"515","8-10",109,2023-07-28,-8,"Rb_ppm","192.7"
"516","8-10",109,2023-07-28,-8,"Sr_ppm","770.5"
"517","8-10",109,2023-07-28,-8,"P_ppm","673.4"
"518","8-10",109,2023-07-28,-8,"S_ppm","5244"
"519","8-10",109,2023-07-28,-8,"As_ppm","112.1"
"520","8-10",109,2023-07-28,-8,"Se_ppm","87.51"
"521","8-10",109,2023-07-28,-8,"Mo_ppm","79.24"
"522","8-10",109,2023-07-28,-8,"Cd_ppm","1.528"
"523","8-10",109,2023-07-28,-8,"Cs_ppm","23.61"
"524","8-10",109,2023-07-28,-8,"Ba_ppm","623.3"
"525","8-10",109,2023-07-28,-8,"Ce_ppm","37.09"
"526","8-10",109,2023-07-28,-8,"Pb_ppm","12.69"
"527","8-10",109,2023-07-28,-8,"Th_ppm","44.16"
"528","8-10",109,2023-07-28,-8,"U_ppm","39.62"
"529","14-16",109,2023-07-28,-14,"Be_ppm","25.83"
"530","14-16",109,2023-07-28,-14,"B_ppm","151.4"
"531","14-16",109,2023-07-28,-14,"Al_ppm","38380"
"532","14-16",109,2023-07-28,-14,"Li_ppm","53.39"
"533","14-16",109,2023-07-28,-14,"Ga_ppm","30.51"
"534","14-16",109,2023-07-28,-14,"Na_ppm","7080"
"535","14-16",109,2023-07-28,-14,"Mg_ppm","5347"
"536","14-16",109,2023-07-28,-14,"K_ppm","17480"
"537","14-16",109,2023-07-28,-14,"Ti_ppm","2238"
"538","14-16",109,2023-07-28,-14,"Si_ppm","286400"
"539","14-16",109,2023-07-28,-14,"Ca_ppm","7872"
"540","14-16",109,2023-07-28,-14,"Fe_ppm","14030"
"541","14-16",109,2023-07-28,-14,"V_ppm","161.5"
"542","14-16",109,2023-07-28,-14,"Cr_ppm","74.3"
"543","14-16",109,2023-07-28,-14,"Mn_ppm","369.6"
"544","14-16",109,2023-07-28,-14,"Co_ppm","BDL"
"545","14-16",109,2023-07-28,-14,"Ni_ppm","9.487"
"546","14-16",109,2023-07-28,-14,"Cu_ppm","BDL"
"547","14-16",109,2023-07-28,-14,"Zn_ppm","184.8"
"548","14-16",109,2023-07-28,-14,"Rb_ppm","197.1"
"549","14-16",109,2023-07-28,-14,"Sr_ppm","760.6"
"550","14-16",109,2023-07-28,-14,"P_ppm","691.3"
"551","14-16",109,2023-07-28,-14,"S_ppm","4809"
"552","14-16",109,2023-07-28,-14,"As_ppm","109.4"
"553","14-16",109,2023-07-28,-14,"Se_ppm","86.35"
"554","14-16",109,2023-07-28,-14,"Mo_ppm","77.36"
"555","14-16",109,2023-07-28,-14,"Cd_ppm","1.555"
"556","14-16",109,2023-07-28,-14,"Cs_ppm","23.57"
"557","14-16",109,2023-07-28,-14,"Ba_ppm","634.7"
"558","14-16",109,2023-07-28,-14,"Ce_ppm","37.36"
"559","14-16",109,2023-07-28,-14,"Pb_ppm","12.57"
"560","14-16",109,2023-07-28,-14,"Th_ppm","43.26"
"561","14-16",109,2023-07-28,-14,"U_ppm","39.01"
"562","4-6",109,2023-07-28,-4,"Be_ppm","27.1"
"563","4-6",109,2023-07-28,-4,"B_ppm","156.5"
"564","4-6",109,2023-07-28,-4,"Al_ppm","39930"
"565","4-6",109,2023-07-28,-4,"Li_ppm","58.86"
"566","4-6",109,2023-07-28,-4,"Ga_ppm","33.02"
"567","4-6",109,2023-07-28,-4,"Na_ppm","6641"
"568","4-6",109,2023-07-28,-4,"Mg_ppm","5565"
"569","4-6",109,2023-07-28,-4,"K_ppm","18960"
"570","4-6",109,2023-07-28,-4,"Ti_ppm","2490"
"571","4-6",109,2023-07-28,-4,"Si_ppm","284700"
"572","4-6",109,2023-07-28,-4,"Ca_ppm","7031"
"573","4-6",109,2023-07-28,-4,"Fe_ppm","17540"
"574","4-6",109,2023-07-28,-4,"V_ppm","177.4"
"575","4-6",109,2023-07-28,-4,"Cr_ppm","81.61"
"576","4-6",109,2023-07-28,-4,"Mn_ppm","449.3"
"577","4-6",109,2023-07-28,-4,"Co_ppm","BDL"
"578","4-6",109,2023-07-28,-4,"Ni_ppm","14.05"
"579","4-6",109,2023-07-28,-4,"Cu_ppm","1.034"
"580","4-6",109,2023-07-28,-4,"Zn_ppm","196.8"
"581","4-6",109,2023-07-28,-4,"Rb_ppm","205.7"
"582","4-6",109,2023-07-28,-4,"Sr_ppm","783.2"
"583","4-6",109,2023-07-28,-4,"P_ppm","771"
"584","4-6",109,2023-07-28,-4,"S_ppm","6101"
"585","4-6",109,2023-07-28,-4,"As_ppm","113.2"
"586","4-6",109,2023-07-28,-4,"Se_ppm","90.12"
"587","4-6",109,2023-07-28,-4,"Mo_ppm","80.89"
"588","4-6",109,2023-07-28,-4,"Cd_ppm","1.696"
"589","4-6",109,2023-07-28,-4,"Cs_ppm","24.31"
"590","4-6",109,2023-07-28,-4,"Ba_ppm","631"
"591","4-6",109,2023-07-28,-4,"Ce_ppm","38.8"
"592","4-6",109,2023-07-28,-4,"Pb_ppm","14.68"
"593","4-6",109,2023-07-28,-4,"Th_ppm","44.67"
"594","4-6",109,2023-07-28,-4,"U_ppm","40.39"
"595","0-2",109,2023-07-28,0,"Be_ppm","25.63"
"596","0-2",109,2023-07-28,0,"B_ppm","137.7"
"597","0-2",109,2023-07-28,0,"Al_ppm","35970"
"598","0-2",109,2023-07-28,0,"Li_ppm","66.23"
"599","0-2",109,2023-07-28,0,"Ga_ppm","31.24"
"600","0-2",109,2023-07-28,0,"Na_ppm","6623"
"601","0-2",109,2023-07-28,0,"Mg_ppm","4989"
"602","0-2",109,2023-07-28,0,"K_ppm","17640"
"603","0-2",109,2023-07-28,0,"Ti_ppm","2325"
"604","0-2",109,2023-07-28,0,"Si_ppm","283900"
"605","0-2",109,2023-07-28,0,"Ca_ppm","6336"
"606","0-2",109,2023-07-28,0,"Fe_ppm","15010"
"607","0-2",109,2023-07-28,0,"V_ppm","163.8"
"608","0-2",109,2023-07-28,0,"Cr_ppm","75.8"
"609","0-2",109,2023-07-28,0,"Mn_ppm","420.5"
"610","0-2",109,2023-07-28,0,"Co_ppm","BDL"
"611","0-2",109,2023-07-28,0,"Ni_ppm","9.694"
"612","0-2",109,2023-07-28,0,"Cu_ppm","BDL"
"613","0-2",109,2023-07-28,0,"Zn_ppm","186.4"
"614","0-2",109,2023-07-28,0,"Rb_ppm","196.2"
"615","0-2",109,2023-07-28,0,"Sr_ppm","747.7"
"616","0-2",109,2023-07-28,0,"P_ppm","740.1"
"617","0-2",109,2023-07-28,0,"S_ppm","3987"
"618","0-2",109,2023-07-28,0,"As_ppm","109.4"
"619","0-2",109,2023-07-28,0,"Se_ppm","85.78"
"620","0-2",109,2023-07-28,0,"Mo_ppm","77.53"
"621","0-2",109,2023-07-28,0,"Cd_ppm","1.461"
"622","0-2",109,2023-07-28,0,"Cs_ppm","23.28"
"623","0-2",109,2023-07-28,0,"Ba_ppm","591.3"
"624","0-2",109,2023-07-28,0,"Ce_ppm","35"
"625","0-2",109,2023-07-28,0,"Pb_ppm","13.37"
"626","0-2",109,2023-07-28,0,"Th_ppm","42.37"
"627","0-2",109,2023-07-28,0,"U_ppm","38.57"
"628","18-22",109,2023-07-28,-18,"Be_ppm","26.69"
"629","18-22",109,2023-07-28,-18,"B_ppm","148.2"
"630","18-22",109,2023-07-28,-18,"Al_ppm","34190"
"631","18-22",109,2023-07-28,-18,"Li_ppm","54.07"
"632","18-22",109,2023-07-28,-18,"Ga_ppm","30.93"
"633","18-22",109,2023-07-28,-18,"Na_ppm","6672"
"634","18-22",109,2023-07-28,-18,"Mg_ppm","4258"
"635","18-22",109,2023-07-28,-18,"K_ppm","16740"
"636","18-22",109,2023-07-28,-18,"Ti_ppm","2092"
"637","18-22",109,2023-07-28,-18,"Si_ppm","283700"
"638","18-22",109,2023-07-28,-18,"Ca_ppm","5428"
"639","18-22",109,2023-07-28,-18,"Fe_ppm","13400"
"640","18-22",109,2023-07-28,-18,"V_ppm","163.3"
"641","18-22",109,2023-07-28,-18,"Cr_ppm","75.44"
"642","18-22",109,2023-07-28,-18,"Mn_ppm","356"
"643","18-22",109,2023-07-28,-18,"Co_ppm","BDL"
"644","18-22",109,2023-07-28,-18,"Ni_ppm","8.227"
"645","18-22",109,2023-07-28,-18,"Cu_ppm","BDL"
"646","18-22",109,2023-07-28,-18,"Zn_ppm","178.8"
"647","18-22",109,2023-07-28,-18,"Rb_ppm","193.5"
"648","18-22",109,2023-07-28,-18,"Sr_ppm","769.7"
"649","18-22",109,2023-07-28,-18,"P_ppm","676.6"
"650","18-22",109,2023-07-28,-18,"S_ppm","4725"
"651","18-22",109,2023-07-28,-18,"As_ppm","112.8"
"652","18-22",109,2023-07-28,-18,"Se_ppm","88.4"
"653","18-22",109,2023-07-28,-18,"Mo_ppm","80.22"
"654","18-22",109,2023-07-28,-18,"Cd_ppm","1.493"
"655","18-22",109,2023-07-28,-18,"Cs_ppm","23.69"
"656","18-22",109,2023-07-28,-18,"Ba_ppm","609.1"
"657","18-22",109,2023-07-28,-18,"Ce_ppm","34.19"
"658","18-22",109,2023-07-28,-18,"Pb_ppm","12.52"
"659","18-22",109,2023-07-28,-18,"Th_ppm","43.68"
"660","18-22",109,2023-07-28,-18,"U_ppm","40.5"
"661","6-8",109,2023-07-28,-6,"Be_ppm","26.08"
"662","6-8",109,2023-07-28,-6,"B_ppm","167.8"
"663","6-8",109,2023-07-28,-6,"Al_ppm","41250"
"664","6-8",109,2023-07-28,-6,"Li_ppm","58.05"
"665","6-8",109,2023-07-28,-6,"Ga_ppm","31.3"
"666","6-8",109,2023-07-28,-6,"Na_ppm","6872"
"667","6-8",109,2023-07-28,-6,"Mg_ppm","6176"
"668","6-8",109,2023-07-28,-6,"K_ppm","17970"
"669","6-8",109,2023-07-28,-6,"Ti_ppm","2260"
"670","6-8",109,2023-07-28,-6,"Si_ppm","281200"
"671","6-8",109,2023-07-28,-6,"Ca_ppm","8831"
"672","6-8",109,2023-07-28,-6,"Fe_ppm","15940"
"673","6-8",109,2023-07-28,-6,"V_ppm","168.1"
"674","6-8",109,2023-07-28,-6,"Cr_ppm","76.54"
"675","6-8",109,2023-07-28,-6,"Mn_ppm","420.4"
"676","6-8",109,2023-07-28,-6,"Co_ppm","BDL"
"677","6-8",109,2023-07-28,-6,"Ni_ppm","11.59"
"678","6-8",109,2023-07-28,-6,"Cu_ppm","BDL"
"679","6-8",109,2023-07-28,-6,"Zn_ppm","182.7"
"680","6-8",109,2023-07-28,-6,"Rb_ppm","203.4"
"681","6-8",109,2023-07-28,-6,"Sr_ppm","762.9"
"682","6-8",109,2023-07-28,-6,"P_ppm","698.4"
"683","6-8",109,2023-07-28,-6,"S_ppm","5927"
"684","6-8",109,2023-07-28,-6,"As_ppm","111.4"
"685","6-8",109,2023-07-28,-6,"Se_ppm","86.87"
"686","6-8",109,2023-07-28,-6,"Mo_ppm","78.33"
"687","6-8",109,2023-07-28,-6,"Cd_ppm","1.548"
"688","6-8",109,2023-07-28,-6,"Cs_ppm","24.04"
"689","6-8",109,2023-07-28,-6,"Ba_ppm","635.3"
"690","6-8",109,2023-07-28,-6,"Ce_ppm","40.74"
"691","6-8",109,2023-07-28,-6,"Pb_ppm","13.4"
"692","6-8",109,2023-07-28,-6,"Th_ppm","44.74"
"693","6-8",109,2023-07-28,-6,"U_ppm","39.07"
"694","2-4",109,2023-07-28,-2,"Be_ppm","26.97"
"695","2-4",109,2023-07-28,-2,"B_ppm","162.8"
"696","2-4",109,2023-07-28,-2,"Al_ppm","37120"
"697","2-4",109,2023-07-28,-2,"Li_ppm","51.5"
"698","2-4",109,2023-07-28,-2,"Ga_ppm","31.92"
"699","2-4",109,2023-07-28,-2,"Na_ppm","6534"
"700","2-4",109,2023-07-28,-2,"Mg_ppm","4839"
"701","2-4",109,2023-07-28,-2,"K_ppm","17770"
"702","2-4",109,2023-07-28,-2,"Ti_ppm","2187"
"703","2-4",109,2023-07-28,-2,"Si_ppm","281000"
"704","2-4",109,2023-07-28,-2,"Ca_ppm","6795"
"705","2-4",109,2023-07-28,-2,"Fe_ppm","15080"
"706","2-4",109,2023-07-28,-2,"V_ppm","168.4"
"707","2-4",109,2023-07-28,-2,"Cr_ppm","77.19"
"708","2-4",109,2023-07-28,-2,"Mn_ppm","405.7"
"709","2-4",109,2023-07-28,-2,"Co_ppm","BDL"
"710","2-4",109,2023-07-28,-2,"Ni_ppm","11.92"
"711","2-4",109,2023-07-28,-2,"Cu_ppm","BDL"
"712","2-4",109,2023-07-28,-2,"Zn_ppm","181.5"
"713","2-4",109,2023-07-28,-2,"Rb_ppm","199.9"
"714","2-4",109,2023-07-28,-2,"Sr_ppm","775"
"715","2-4",109,2023-07-28,-2,"P_ppm","679.1"
"716","2-4",109,2023-07-28,-2,"S_ppm","4357"
"717","2-4",109,2023-07-28,-2,"As_ppm","110.8"
"718","2-4",109,2023-07-28,-2,"Se_ppm","89.83"
"719","2-4",109,2023-07-28,-2,"Mo_ppm","80.65"
"720","2-4",109,2023-07-28,-2,"Cd_ppm","1.624"
"721","2-4",109,2023-07-28,-2,"Cs_ppm","24.28"
"722","2-4",109,2023-07-28,-2,"Ba_ppm","606.6"
"723","2-4",109,2023-07-28,-2,"Ce_ppm","35.48"
"724","2-4",109,2023-07-28,-2,"Pb_ppm","13.91"
"725","2-4",109,2023-07-28,-2,"Th_ppm","44.58"
"726","2-4",109,2023-07-28,-2,"U_ppm","40.22"
"727","12-14",109,2023-07-28,-12,"Be_ppm","26.76"
"728","12-14",109,2023-07-28,-12,"B_ppm","156.3"
"729","12-14",109,2023-07-28,-12,"Al_ppm","35040"
"730","12-14",109,2023-07-28,-12,"Li_ppm","56.82"
"731","12-14",109,2023-07-28,-12,"Ga_ppm","30.97"
"732","12-14",109,2023-07-28,-12,"Na_ppm","6533"
"733","12-14",109,2023-07-28,-12,"Mg_ppm","4829"
"734","12-14",109,2023-07-28,-12,"K_ppm","16830"
"735","12-14",109,2023-07-28,-12,"Ti_ppm","2111"
"736","12-14",109,2023-07-28,-12,"Si_ppm","277200"
"737","12-14",109,2023-07-28,-12,"Ca_ppm","5965"
"738","12-14",109,2023-07-28,-12,"Fe_ppm","13940"
"739","12-14",109,2023-07-28,-12,"V_ppm","164.8"
"740","12-14",109,2023-07-28,-12,"Cr_ppm","76.17"
"741","12-14",109,2023-07-28,-12,"Mn_ppm","396.4"
"742","12-14",109,2023-07-28,-12,"Co_ppm","BDL"
"743","12-14",109,2023-07-28,-12,"Ni_ppm","10.18"
"744","12-14",109,2023-07-28,-12,"Cu_ppm","BDL"
"745","12-14",109,2023-07-28,-12,"Zn_ppm","182.3"
"746","12-14",109,2023-07-28,-12,"Rb_ppm","196.3"
"747","12-14",109,2023-07-28,-12,"Sr_ppm","769.4"
"748","12-14",109,2023-07-28,-12,"P_ppm","692.4"
"749","12-14",109,2023-07-28,-12,"S_ppm","5125"
"750","12-14",109,2023-07-28,-12,"As_ppm","115.6"
"751","12-14",109,2023-07-28,-12,"Se_ppm","89.53"
"752","12-14",109,2023-07-28,-12,"Mo_ppm","80.17"
"753","12-14",109,2023-07-28,-12,"Cd_ppm","1.492"
